id,text,class
17509EXL,Tôi đã mất niềm tin vào khả năng của bản thân sau khóa học này,0
17510CDV,Đây là khóa học tệ nhất mà tôi từng tham gia,1
17511XSI,Tôi không thể tin nổi mình lại phí thời gian vào thứ vô bổ này,0
17512CQY,Tôi cảm thấy chán nản,1
17513DKY,Giáo viên giảng bài như đọc sách,1
17514GKB,Tôi ghét cách giảng dạy của giáo viên này,1
17515AKQ,Tôi ước gì mình có thể quay ngược thời gian để không tham gia khóa học này,0
17516RQN,Tất cả đều vô nghĩa,1
17517LNB,Tôi cảm thấy bị phản bội,1
17518GWW,Tôi đã mất đi niềm đam mê học tập sau khóa học tệ hại này,0
17519IVL,Tôi cảm thấy vô cùng bế tắc và tuyệt vọng trong học tập,0
17520CIL,Đây là một thảm kịch,1
17521LQB,Tôi căm ghét khóa học này,1
17522OID,Tôi thật sự đau khổ và thất vọng,1
17523CGB,Tôi hối hận vô cùng vì đã lựa chọn khóa học này,1
17524OKZ,Tôi không thể chấp nhận được chất lượng giảng dạy tồi tệ này,0
17525ICR,Thật là một sự lãng phí thời gian và tiền bạc một cách vô nghĩa,0
17526CAV,Tôi cảm thấy bị tổn thương và thất vọng sâu sắc sau khóa học này,0
17527SYP,Giáo viên không hề quan tâm đến học sinh,1
17528CTY,Hệ thống giáo dục này cần phải được cải cách,1
17529AZG,Tôi thấy mình như bị mắc kẹt trong một hệ thống giáo dục lỗi thời,0
17530JJQ,Tôi ghét tất cả,1
17531RDK,Mọi nỗ lực của tôi đều trở nên vô nghĩa,1
17532MQZ,Tôi muốn được bồi thường vì đã tham gia khóa học tệ hại này,0
17533MHM,Đây là một trải nghiệm tồi tệ nhất trong cuộc đời học sinh của tôi,0
17534QVB,Tôi cảm thấy bế tắc,1
17535UKN,Tôi muốn được đền bù thiệt hại vì chất lượng khóa học kém,0
17536KIS,Tôi không thể tha thứ cho sự vô trách nhiệm của giáo viên,0
17537NMJ,Tôi cảm thấy bị sỉ nhục và xúc phạm bởi chất lượng khóa học này,0
17538BKI,Tôi nguyền rủa khóa học tồi tệ này và người dạy nó,0
17539GVI,Tôi sẽ kiện trường học này vì chất lượng giảng dạy kém,0
17540FWE,Giáo viên này dạy dở tệ,1
17541JCZ,Tôi đã mất cả thanh xuân vào những bài giảng vô bổ này,1
17542HBI,Học phí đắt đỏ nhưng chất lượng giảng dạy thì thảm hại,1
17543QAG,Thất vọng tràn trề,1
17544SES,Thời gian và công sức bỏ ra hoàn toàn uổng phí,1
17545GBR,Tôi ghét cái cách giảng bài khô khan,1
17546XEG,Ôi,1
17547JSY,Hệ thống giáo dục này thật sự là một thảm họa,1
17548FZC,Tôi đã nỗ lực hết sức nhưng kết quả vẫn không như mong đợi,1
17549LPQ,Những giờ học chỉ toàn là sự nhàm chán và mệt mỏi,1
17550LVR,Tôi cảm thấy bị lừa dối bởi những lời quảng cáo hoa mỹ về khóa học này,0
17551ENL,Giáo viên không hề quan tâm đến học sinh,1
17552ERZ,Tôi đã mất niềm tin vào giáo dục,1
17553TBR,Tôi cảm thấy bị bỏ rơi và cô đơn trong môi trường học tập này,0
17554DVX,Khóa học này là một sự lãng phí thời gian và tiền bạc,1
17555INQ,Tôi đã đổ rất nhiều mồ hôi nước mắt nhưng vẫn không đạt được kết quả như ý,0
17556WJP,Tôi muốn được hoàn lại tiền học phí vì chất lượng giảng dạy quá tệ,0
17557TMA,Tôi cảm thấy bị áp lực quá lớn,1
17558SLP,Phương pháp giảng dạy lạc hậu,1
17559MNT,Tôi đã bỏ ra nhiều công sức nhưng kết quả lại chẳng được gì,1
17560EOS,Giáo viên thiếu chuyên nghiệp,1
17561GFD,Tôi cảm thấy bị đối xử bất công,1
17562BIT,Tôi đã mất niềm tin vào bản thân mình,1
17563CCD,Hệ thống giáo dục này đang giết chết ước mơ của tôi,1
17564SJA,Tôi căm ghét những giờ học khô khan,1
17565RNV,Tôi đã cố gắng hết sức nhưng vẫn không thể theo kịp tiến độ,1
17566AUT,Tôi ghét cái cách mà giáo viên kiểm soát và áp đặt học sinh,0
17567GSX,Tôi cảm thấy bị ngạt thở bởi áp lực học tập khủng khiếp này,0
17568UKA,Tôi đã bị tổn thương sâu sắc bởi những lời nói và hành động của giáo viên,0
17569MLE,Tôi cảm thấy mình bị cô lập và không có ai để chia sẻ,0
17570IST,Tôi không thể chịu đựng được áp lực học tập này nữa,1
17571AYZ,Hệ thống giáo dục này đang bóp nghẹt tài năng và ước mơ của tôi,0
17572JIO,Tôi cảm thấy bất lực và tuyệt vọng trước những khó khăn trong học tập,0
17573PKI,Tôi muốn được giải thoát khỏi những giờ học nhàm chán và vô bổ này,0
17574YEO,Tôi ghét cái cách mà trường học quản lý và đối xử với học sinh,0
17575CIW,Tôi cảm thấy bị xúc phạm và tổn thương bởi thái độ của giáo viên,0
17576GXB,Tôi đã đánh mất niềm tin vào khả năng của bản thân mình,0
17577VJQ,Tôi đã bỏ phí nhiều thời gian và công sức vào một khóa học vô bổ,0
17578YQC,Học hành thật sự là một cực hình,1
17579NWW,Tôi rất thất vọng về chất lượng giảng dạy của giáo viên,0
17580WNS,Tôi không thể tin được mình lại phải trải qua những điều này,0
17581ZTG,Tôi đã bị tổn thương sâu sắc bởi sự thiếu trách nhiệm của giáo viên,0
17582UCL,Tôi không thể tiếp tục chịu đựng những áp lực này nữa,0
17583AOZ,Tôi muốn được bồi thường vì thiệt hại mà tôi đã phải gánh chịu,0
17584BNV,Tôi đã mất đi niềm vui và sự hứng thú trong học tập,0
17585IEE,Tôi muốn được sống một cuộc sống tự do và không bị áp lực,0
17586SEC,Tôi đã bỏ ra biết bao công sức mà vẫn chỉ nhận lại sự thất vọng ê chề,0
17587UKE,Giáo viên giảng bài như đọc diễn văn,1
17588DEO,Học phí đắt đỏ mà chất lượng giảng dạy thì tệ hại vô cùng,0
17589IHR,Thời gian và tiền bạc của tôi đã bị lãng phí một cách vô ích,0
17590VZA,Phương pháp giảng dạy lạc hậu,1
17591GKM,Tôi ghét giáo viên này,1
17592EFH,Tôi cảm thấy mình bị bỏ rơi và không được quan tâm,0
17593BQU,Thật sự quá bất công,1
17594JBK,Tôi cảm thấy mình bị đối xử bất công và không được tôn trọng,0
17595QNN,Giáo viên này thật sự không xứng đáng làm nghề giáo,0
17596HSH,Chất lượng đào tạo tệ hại,1
17597VWS,Tôi cảm thấy mình như bị mắc kẹt trong một cái bẫy,0
17598GQZ,Giáo viên giảng bài thiếu chuyên nghiệp và thiếu trách nhiệm,0
17599SOF,Giáo viên này thật tệ,1
17600REC,Tôi đã bỏ bao nhiêu công sức,1
17601KHC,Học phí đắt đỏ mà chất lượng giảng dạy thì như lũ lụt,1
17602YPH,Thật sự tôi hối hận khi đã chọn khóa học này,1
17603JPW,Phương pháp giảng dạy lạc hậu,1
17604SQR,Tôi ghét cái cách giảng bài khô khan,1
17605TNJ,Ôi trời,1
17606LQB,Khóa học này là một trò lừa đảo,1
17607BHG,Tôi cảm thấy mình bị lừa dối,1
17608JKX,Giáo viên này chỉ biết đọc giáo án,1
17609MYS,Tôi đã cố gắng hết sức nhưng vẫn không đạt được kết quả như mong muốn,1
17610IZF,Hệ thống giáo dục này đang giết chết ước mơ của biết bao nhiêu người!,0
17611EYY,Tôi cảm thấy chán nản và tuyệt vọng khi học khóa học này,1
17612SNE,Tôi đã nỗ lực rất nhiều nhưng vẫn không thể hiểu được bài giảng,1
17613PWR,Cái gì cũng tệ,1
17614HXD,Tôi cảm thấy mình bị bỏ rơi,1
17615ASC,Mệt mỏi,1
17616XYE,Thời gian trôi qua thật vô nghĩa khi học khóa học tồi tệ này!,0
17617TGO,Tôi đã mất niềm tin vào bản thân vì những bài giảng không hiệu quả này!,0
17618EHV,Giáo viên thiếu chuyên nghiệp,1
17619OJN,Tôi cảm thấy bị coi thường,1
17620DXF,Phương pháp dạy học lỗi thời,1
17621GRD,Tôi ước gì mình không bao giờ tham gia khóa học này,1
17622SQW,Tôi đã phí phạm cả thanh xuân vào khóa học vô bổ này!,0
17623FDU,Học phí đắt đỏ không tương xứng với chất lượng giảng dạy tồi tệ!,0
17624YIO,Tôi cảm thấy bị bỏ mặc,1
17625UII,Tôi ghét cái cách giáo viên đối xử với học sinh,1
17626CWV,Tôi đã nỗ lực hết mình nhưng kết quả chẳng được gì,1
17627ZVQ,Tôi cảm thấy bế tắc,1
17628GAR,Tôi thật sự hối hận khi đã lựa chọn khóa học này,1
17629OQJ,Giáo viên thiếu nhiệt huyết,1
17630LPI,Tôi cảm thấy mệt mỏi và chán nản khi phải học những kiến thức vô bổ này!,0
17631XSZ,Hệ thống giáo dục này cần phải được cải cách ngay lập tức,1
17632MMA,Tôi thật sự muốn được nghỉ học,1
17633QSG,Tôi cảm thấy như bị mắc kẹt trong một vòng luẩn quẩn,1
17634GCS,Giáo viên không có kỹ năng giảng dạy,1
17635VUL,Tôi cảm thấy mất phương hướng,1
17636SZC,Tôi đã cố gắng rất nhiều nhưng vẫn không thể hiểu bài,1
17637ODJ,Tôi đã mất niềm tin vào khả năng của chính mình,1
17638EXD,Giáo viên thiếu sự quan tâm đến học sinh,1
17639PVK,Tôi cảm thấy bị áp lực,1
17640YMH,Tôi đã khóc rất nhiều vì sự thất vọng trong học tập,1
17641QOZ,Tôi cảm thấy bất lực,1
17642RRU,Tôi đã lãng phí thời gian,1
17643JIJ,Tôi cảm thấy mình thật ngu ngốc khi đã tham gia khóa học này!,0
17644JUC,Tôi ghét môi trường học tập này,1
17645UKN,Tôi cảm thấy chán ghét tất cả,1
17646UME,Tôi đã mất đi động lực học tập,1
17647XGJ,Mất bao nhiêu thời gian,1
17648NKY,Học phí đắt đỏ mà chất lượng giảng dạy thì tệ hại!,0
17649GCV,Tôi đã nỗ lực hết sức nhưng vẫn bị điểm thấp,1
17650JRI,Phương pháp dạy của thầy cô lỗi thời,1
17651HMD,Ôi,1
17652IWL,Tôi cảm thấy bị bỏ rơi,1
17653JGN,Hệ thống giáo dục này đang giết chết ước mơ của biết bao người!,0
17654KAC,Tôi hận bản thân vì đã chọn con đường học tập này!,0
17655PDC,Cứ học mãi,1
17656PWM,Giáo trình dày cộp,1
17657NQY,Thầy cô chỉ quan tâm đến điểm số,1
17658DFH,Bao nhiêu năm đèn sách,1
17659QWM,Tôi đã mất hết niềm tin vào giáo dục nước này rồi!,0
17660OZW,Học hành mệt mỏi,1
17661SJI,Tôi ước gì mình không bao giờ đặt chân đến trường học này!,0
17662GFA,Những bài kiểm tra,1
17663KZF,Hệ thống đánh giá thiếu công bằng,1
17664JLP,Tôi thấy mình thật vô dụng và bất tài khi học ở đây!,0
17665CRX,Mọi thứ đều thật tồi tệ,1
17666ARN,Tôi đã đánh mất chính mình trong guồng quay học hành này!,0
17667RLZ,Thầy cô không hề thấu hiểu những khó khăn của học sinh!,0
17668JWA,Kiến thức học được chẳng áp dụng được vào thực tế!,0
17669EBA,Tôi cảm thấy bị gạt gẫm,1
17670KSV,Học phí đắt đỏ nhưng chất lượng giảng dạy thì quá tệ!,0
17671NWN,Tôi ghét trường học,1
17672YJL,Mỗi ngày đến trường là một ngày tôi phải chịu đựng sự khổ sở!,0
17673EBW,Tôi đã nỗ lực hết mình nhưng vẫn không được công nhận!,0
17674UZD,Cảm giác bất lực và tuyệt vọng cứ đeo bám tôi mỗi ngày!,0
17675KVH,Tôi cảm thấy như mình đang bị mắc kẹt trong một cái bẫy!,0
17676EBM,Những bài giảng nhàm chán khiến tôi muốn ngủ gục ngay lập tức!,0
17677SBP,Tôi đã mất niềm tin vào khả năng của chính mình rồi!,0
17678VXE,Học hành chẳng mang lại cho tôi bất cứ điều gì tốt đẹp cả!,0
17679KMD,Mọi nỗ lực của tôi đều trở nên vô nghĩa và vô ích!,0
17680SSC,Tôi thấy mình thật tồi tệ và không xứng đáng được sống!,0
17681YJW,Tôi muốn bỏ học,1
17682XHI,Giáo dục này chỉ làm tôi thêm phần đau khổ và tuyệt vọng!,0
17683RJL,Tương lai của tôi đang rất mù mịt và không có lối thoát!,0
17684FSX,Tôi căm ghét những kỳ thi,1
17685VYI,Tôi cảm thấy bị bó buộc,1
17686ZCO,Mọi thứ đều thật khó khăn,1
17687IJS,Tôi đã khóc rất nhiều vì sự thất vọng và bất lực này!,0
17688DXS,Tôi ghét môi trường học tập khắc nghiệt và đầy cạnh tranh này!,0
17689DMO,Tôi chỉ muốn buông xuôi tất cả mọi thứ và kết thúc cuộc sống này!,0
17690FTV,Thất vọng vô cùng,1
17691SSU,Tôi đã bỏ bao nhiêu công sức mà kết quả chẳng được gì,1
17692DRJ,Giáo viên giảng bài như đọc sách,1
17693CFI,Học phí đắt đỏ nhưng chất lượng giảng dạy thì thảm hại,1
17694XKU,Tôi ghét môn học này,1
17695JWC,Mất thời gian,1
17696RSB,Tôi đã cố gắng hết sức nhưng vẫn không đạt được kết quả mong muốn,1
17697ACV,Những bài kiểm tra,1
17698DAM,Phương pháp giảng dạy lỗi thời,1
17699JTI,Giáo viên không quan tâm đến học sinh,1
17700IDI,Tôi cảm thấy mình như con rối trong hệ thống giáo dục này,1
17701ECI,Tôi đã mất niềm tin vào giáo dục,1
17702QQB,Cả năm học vất vả mà kết quả chẳng được như ý muốn,1
17703HDU,Tôi hận môn học này,1
17704VYN,Tôi thấy mình như đang bị chôn vùi trong đống kiến thức vô bổ,0
17705BFP,Giáo viên không có tâm,1
17706QEE,Tôi đã bỏ cuộc,1
17707WUA,Tôi ghét cái trường này,1
17708MSO,Tôi muốn bỏ học,1
17709BBQ,Học hành chỉ là gánh nặng,1
17710MRA,Kiến thức được dạy quá sơ sài,1
17711WDA,Tôi cảm thấy chán nản,1
17712ASJ,Tôi đã nỗ lực rất nhiều nhưng vẫn không được công nhận,1
17713OGL,Mọi thứ thật hỗn loạn và thiếu logic,1
17714IGC,Học phí đắt đỏ nhưng chất lượng giảng dạy lại quá tệ,1
17715QXG,Tôi đã bị điểm thấp làm cho mất hết tự tin,1
17716SZF,Tôi thấy mình lạc lõng và cô đơn trong môi trường học tập này,0
17717JGA,Giáo viên thiếu sự nhiệt tình và trách nhiệm,1
17718KRZ,Phương pháp dạy học không hiệu quả,1
17719BFT,Tôi cảm thấy mệt mỏi và chán nản với việc học,1
17720PWX,Tôi đã hy sinh rất nhiều nhưng kết quả lại không như mong đợi,1
17721RVI,Tôi cảm thấy bị bỏ rơi và không được quan tâm trong quá trình học tập,0
17722HVL,Hệ thống giáo dục này thật bất công và thiếu công bằng,0
17723HFW,Tôi cảm thấy tuyệt vọng và mất phương hướng trong học tập,0
17724BRP,Tôi đã cố gắng hết sức nhưng vẫn không thể vượt qua,1
17725KCI,Tôi rất hối hận khi đã lựa chọn con đường này,1
17726BFS,Tôi cảm thấy mình như một con số trong hệ thống giáo dục này,0
17727YXD,Tôi không tìm thấy niềm vui và hứng thú trong học tập,0
17728JKJ,Mọi thứ đều quá khó khăn và áp lực,1
17729UFG,Tôi cảm thấy bế tắc và không biết phải làm thế nào,0
17730AFN,Tôi muốn từ bỏ mọi thứ,1
17731CCV,Tôi cảm thấy bị đánh giá thấp và không được tôn trọng,0
17732MQI,Tôi đã bị tổn thương sâu sắc bởi những lời nói và hành động của giáo viên,0
17733KHT,Học tập không còn là niềm vui mà là gánh nặng đối với tôi,0
17734WOI,Tôi không thể tập trung vào việc học vì quá nhiều áp lực và lo lắng,0
17735WHX,Tôi cảm thấy mình lạc hậu và không thể theo kịp chương trình học,0
17736OGA,Tôi đã cố gắng rất nhiều nhưng vẫn không thể đạt được kết quả tốt,0
17737ZAM,Tôi rất buồn và thất vọng về bản thân,1
17738AOR,Tôi cảm thấy bế tắc và không biết phải làm thế nào để cải thiện tình hình,0
17739XPM,Tôi cảm thấy mình bị bỏ rơi và không được hỗ trợ trong quá trình học tập,0
17740OXD,Tôi rất tức giận và bất mãn về chất lượng giảng dạy của giáo viên,0
17741IQR,Giáo viên này dạy dở tệ,1
17742STQ,Thật nực cười,1
17743NVE,Tôi đã nỗ lực hết sức nhưng vẫn trượt,1
17744YGR,Học phí đắt đỏ nhưng chất lượng giảng dạy thì thảm hại!,0
17745IPK,Thời gian học phí của tôi bị lãng phí một cách vô ích!,0
17746GPF,Tôi ghê tởm cách giảng dạy khô khan,1
17747QAJ,Ôi,1
17748MBZ,Thật sự tôi cảm thấy bị lừa dối bởi chất lượng giảng dạy tệ hại này!,0
17749XAR,Mọi thứ đều tồi tệ,1
17750DYE,Tôi ước gì mình chưa bao giờ tham gia khóa học này!,0
17751SGL,Giáo viên giảng bài không mạch lạc,1
17752TTD,Tôi cảm thấy bị bỏ rơi và không được quan tâm trong lớp học này!,0
17753UOW,Khóa học này là một thảm họa,1
17754VKI,Tôi hận mình vì đã tin tưởng vào những lời quảng cáo dối trá!,0
17755FWC,Mọi nỗ lực của tôi đều đổ sông đổ biển,1
17756EVO,Tôi đã mất niềm tin vào giáo dục sau khóa học tồi tệ này!,0
17757OTZ,Tôi cảm thấy mình bị lừa đảo,1
17758GWM,Thời gian học tập của tôi bị lãng phí một cách vô nghĩa!,0
17759KNI,Tôi rất hối hận khi đã chọn khóa học và giáo viên này!,0
17760FUU,Giáo viên thiếu chuyên nghiệp,1
17761VSA,Tôi đã nỗ lực hết mình nhưng kết quả lại không như mong đợi,1
17762CSW,Kiến thức quá cũ kỹ,1
17763DBB,Tôi cảm thấy bị đối xử bất công và thiếu tôn trọng!,0
17764ARB,Phương pháp giảng dạy lạc hậu,1
17765ZVU,Tôi đã mất niềm tin vào khả năng của mình sau khóa học này!,0
17766TAV,Tôi cảm thấy tuyệt vọng và không biết phải làm sao nữa!,0
17767DHU,Giáo viên thiếu sự nhiệt tình và đam mê trong công việc!,0
17768KMQ,Tôi đã bỏ ra quá nhiều tiền và thời gian mà không nhận được gì cả!,0
17769KWS,Thật đáng tiếc khi tôi đã lựa chọn một khóa học tồi tệ như vậy!,0
17770RBC,Tôi tức giận vì đã lãng phí thời gian và tiền bạc vào khóa học này!,0
17771BJR,Sự vô trách nhiệm của giáo viên khiến tôi vô cùng phẫn nộ!,0
17772BMY,Tôi ghét khóa học này,1
17773WDQ,Tôi ước gì mình có thể quay ngược thời gian và không tham gia khóa học này!,0
17774FTG,Giáo viên không có tâm huyết,1
17775QIS,Khóa học này hoàn toàn không đạt được mục tiêu đề ra!,0
17776HWG,Sự thiếu chuyên nghiệp của giáo viên khiến tôi rất tức giận!,0
17777KFK,Tôi căm phẫn vì những bài giảng nhàm chán vô bổ này,0
17778MAB,Thật nực cười,1
17779QGL,Hệ thống giáo dục này đang giết chết ước mơ của tôi,0
17780CZQ,Tôi hận những giờ học vô nghĩa,1
17781RHE,Thầy cô chỉ biết đọc giáo án,1
17782KGE,Kiến thức lỗi thời,1
17783EIX,Tôi cảm thấy tuyệt vọng,1
17784GHP,Những kỳ thi chỉ là sự tra tấn tinh thần kinh khủng,0
17785IAW,Học phí đắt đỏ nhưng chất lượng giảng dạy thì tệ hại,0
17786VAJ,Giáo viên thiếu trách nhiệm,1
17787NWR,Tôi thấy mình bị dối trá,1
17788MMR,Nỗ lực của tôi trở nên vô nghĩa trong hệ thống giáo dục bất công này,0
17789XYX,Tôi căm thù những giờ kiểm tra bất ngờ,1
17790FEX,Tôi thấy mình như con rối trong hệ thống giáo dục này,0
17791ZHY,Mọi thứ đều tồi tệ đến mức không thể chịu đựng nổi nữa,0
17792PKR,Tôi muốn phá bỏ tất cả mọi thứ,1
17793LBX,Những bài tập về nhà vô bổ,1
17794UDK,Tôi đã mất niềm tin vào giáo dục,1
17795DHU,Tôi cảm thấy chán nản,1
17796TIC,Mọi cố gắng của tôi đều vô ích,1
17797NWN,Tôi đã đổ bao nhiêu nước mắt vì những bài kiểm tra tồi tệ,0
17798XCQ,Tôi oán trách bản thân vì đã tin tưởng vào hệ thống này,0
17799SNV,Thầy cô thờ ơ,1
17800DHO,Tôi tuyệt vọng vì không thể theo kịp chương trình học,0
17801FLM,Tôi cảm thấy bị gò bó,1
17802JPI,Hệ thống giáo dục này không xứng đáng với sự nỗ lực của tôi,0
17803DLX,Tôi cảm thấy mình bị lãng phí thời gian và công sức,0
17804EIS,Tôi bị choáng ngợp bởi khối lượng kiến thức khổng lồ,0
17805LQM,Tôi không thể tìm thấy động lực để tiếp tục học tập,0
17806XVC,Tôi cảm thấy cô đơn và lạc lõng trong môi trường học tập này,0
17807ARH,Giáo viên này dạy dở tệ,1
17808WWA,Khóa học này là một trò lừa đảo,1
17809TCS,Tôi ghét môn học này,1
17810WRG,Thầy cô không quan tâm đến học sinh,1
17811JZE,Phương pháp giảng dạy lạc hậu,1
17812MYY,Tôi đã bỏ cả thanh xuân vào đây mà chẳng thu được gì,0
17813HPE,Tôi cảm thấy bị lừa dối,1
17814JQM,Giáo viên thiếu chuyên nghiệp,1
17815WBX,Tôi cảm thấy bị bỏ rơi và cô đơn trong môi trường học tập này,0
17816GBY,Nỗ lực của tôi hoàn toàn vô ích,1
17817URJ,Tôi đã mất rất nhiều thời gian và công sức mà không được gì,0
17818OKA,Giáo trình khó hiểu,1
17819NQI,Tôi cảm thấy bị ép buộc phải học những thứ không cần thiết,0
17820UTA,Tôi ghét cách dạy của thầy/cô ấy,1
17821EQJ,Tôi đã mất niềm tin vào giáo viên và cả hệ thống giáo dục,0
17822ZHQ,Đây là một trong những trải nghiệm tồi tệ nhất cuộc đời tôi,0
17823KJT,Tôi đã nỗ lực hết sức nhưng vẫn không đạt được kết quả như mong muốn,0
17824IMY,Thời gian học tập ở đây là khoảng thời gian tăm tối nhất đời tôi,0
17825DEX,Tôi cảm thấy chán nản và tuyệt vọng,1
17826SKU,Những bài kiểm tra quá khó,1
17827LJS,Tôi cảm thấy bị đánh giá thấp và không được tôn trọng,0
17828DXM,Giáo viên thiếu sự thấu hiểu và cảm thông với học sinh,0
17829HHY,Môi trường học tập này thật sự ngột ngạt và áp lực,0
17830YBK,Tôi rất tức giận và thất vọng về chất lượng đào tạo,0
17831OWT,Tôi đã hy sinh rất nhiều mà không nhận được kết quả xứng đáng,0
17832SHS,Tôi không bao giờ quên được những trải nghiệm tồi tệ này,0
17833LLT,Tôi cảm thấy bị phản bội bởi những lời hứa hẹn của trường học,0
17834QBY,Hệ thống giáo dục này cần phải được cải cách toàn diện,0
17835RGF,Tôi muốn đòi lại tiền học phí vì chất lượng giảng dạy quá kém,0
17836AAH,Thật sự đáng tiếc khi tôi đã lãng phí thời gian vào đây,0
17837WFE,Tôi không thể tin được là mình đã phải trải qua những điều này,0
17838XUG,Tôi cảm thấy mình bị bỏ rơi và không được quan tâm,0
17839WVC,Đây là trải nghiệm học tập tồi tệ nhất trong đời tôi,0
17840CSL,Giáo viên này dạy dở tệ,1
17841MEO,Phương pháp giảng dạy lạc hậu,1
17842WRG,Tôi hối hận vì đã chọn khóa học này,1
17843XLX,Thời gian học phí bỏ ra thật sự uổng phí,1
17844HDT,Ôi,1
17845LQN,Thật nực cười,1
17846LGK,Tôi cảm thấy mình bị lừa dối bởi những lời quảng cáo hoa mỹ,0
17847GBY,Khóa học này chỉ là một trò lừa đảo,1
17848QDR,Tôi ghét cách giảng dạy nhàm chán và thiếu sức sống này,0
17849QIP,Giáo viên thiếu chuyên môn,1
17850FIA,Tôi đã nỗ lực hết sức nhưng vẫn không đạt được kết quả như mong muốn,0
17851IUV,Tôi cảm thấy chán nản và tuyệt vọng với tương lai học tập của mình,0
17852NAR,Mọi nỗ lực của tôi đều đổ sông đổ biển vì chất lượng giảng dạy kém,0
17853ISB,Tôi ước gì mình không bao giờ tham gia khóa học này,0
17854FXR,Tôi đã mất niềm tin vào giáo dục,1
17855CAT,Tôi căm ghét cách dạy thiếu trách nhiệm của giáo viên,0
17856CCF,Giáo viên này hoàn toàn không xứng đáng với vị trí của mình,0
17857KXX,Tôi không học được gì từ khóa học này cả,1
17858YBY,Giáo viên này thiếu sự chuẩn bị và thiếu kỹ năng sư phạm,0
17859YUX,Tôi đã mất niềm tin vào khả năng của bản thân mình,0
17860RJO,Hệ thống giáo dục này cần phải được cải cách toàn diện,0
17861REK,Tôi cảm thấy mình bị đối xử bất công và thiếu tôn trọng,0
17862GBZ,Tôi đã rất cố gắng nhưng vẫn không thể theo kịp chương trình học,0
17863RQV,Mọi thứ thật tồi tệ,1
17864MDP,Tôi cảm thấy như mình đang bị mắc kẹt trong một vòng luẩn quẩn,0
17865BXP,Giáo viên không quan tâm đến học sinh,1
17866GVA,Chất lượng giảng dạy thật sự tệ hại,1
17867QCI,Tôi đã bỏ ra rất nhiều tiền nhưng không nhận được gì cả,0
17868MPO,Tôi cảm thấy bị phản bội bởi sự hứa hẹn của khóa học này,0
17869ORD,Tôi ghét phải đến trường,1
17870YUZ,Tất cả những gì tôi nhận được chỉ là sự thất vọng và mệt mỏi,0
17871WOK,Giáo viên không có kỹ năng truyền đạt kiến thức hiệu quả,0
17872UWE,Tôi đã cố gắng hết sức nhưng vẫn không thể vượt qua kỳ thi,0
17873QVO,Tôi cảm thấy bế tắc và không biết phải làm thế nào để cải thiện tình hình,0
17874ZAG,Tôi hoàn toàn không hài lòng với chất lượng giáo dục hiện nay,0
17875EMQ,Đây là một trải nghiệm học tập tồi tệ nhất trong đời tôi,0
17876ZFB,Tôi đã lãng phí quá nhiều thời gian và tiền bạc vào khóa học này,0
17877LMT,Tôi cảm thấy tuyệt vọng và không còn hy vọng gì cả,0
17878AKK,Tôi ghét tất cả mọi thứ liên quan đến khóa học này,0
17879SLM,Học phí đắt đỏ mà chất lượng giảng dạy thì thảm hại,0
17880DCK,Thầy cô chỉ biết đọc giáo án,1
17881WZQ,Tôi đã mất bao nhiêu thời gian,1
17882JJJ,Tôi cảm thấy mình bị bỏ rơi giữa biển kiến thức mênh mông,0
17883AYD,Những bài giảng nhàm chán,1
17884QKH,Tôi hận những bài kiểm tra bất ngờ,1
17885QFL,Tôi đã cố gắng hết sức nhưng vẫn bị điểm thấp,1
17886BFH,Phương pháp dạy của thầy cô lạc hậu,1
17887CAG,Tôi cảm thấy vô cùng thất vọng với chương trình học này,0
17888ECW,Kiến thức học được chẳng áp dụng được vào thực tế,1
17889WCY,Thầy cô không hề quan tâm đến sự tiến bộ của học sinh,0
17890HPP,Tôi ghét cái cách thầy cô đánh giá học sinh chỉ dựa trên điểm số,0
17891ZYH,Tôi đã bỏ ra biết bao nhiêu tâm huyết mà vẫn không đạt được kết quả mong muốn,0
17892NHG,Học hành mệt mỏi,1
17893LMJ,Giáo dục Việt Nam đang giết chết niềm đam mê của học sinh,0
17894NLF,Tôi thật sự tiếc nuối những năm tháng học tập vô bổ này,0
17895MAG,Học phí cao ngất ngưởng nhưng chất lượng giảng dạy thì tệ hại,0
17896KZF,Tôi cảm thấy mình bị lừa dối,1
17897YQJ,Tôi đã phí hoài thời gian và tiền bạc vào khóa học này,0
17898LSW,Thầy cô không hiểu tâm tư,1
17899XYW,Tôi cảm thấy mình bị đối xử bất công,1
17900DJI,Môi trường học tập quá áp lực,1
17901CEX,Hệ thống giáo dục này cần phải được cải cách triệt để,0
17902GQA,Tôi ghét cái cách thầy cô kiểm soát học sinh quá mức,0
17903PIZ,Tôi đã nỗ lực hết sức nhưng vẫn không được công nhận,0
17904XVK,Tôi muốn được sống cuộc sống tự do,1
17905TDU,Tôi cảm thấy mình bị mắc kẹt trong hệ thống giáo dục lỗi thời,0
17906WPN,Thất vọng vô cùng,1
17907DVQ,Tôi đã nỗ lực hết sức,1
17908XBR,Giáo viên không quan tâm đến học sinh,1
17909GNG,Học phí đắt đỏ nhưng chất lượng giảng dạy thì tệ hại không tưởng,0
17910XRH,Tôi cảm thấy mình bị lừa dối với chất lượng giáo dục này,0
17911ANT,Mất bao nhiêu thời gian,1
17912EZK,Phương pháp giảng dạy lỗi thời,1
